405,0,405,405,0,405,405,405,405,0,0,405,405,0,0,405,405,0,405,405,0,0,0,405,0,0,0,405,405,405,0,405,405,0,0,405,0,405,0,0,0,0,0,405,405,0,405,0,0,0,405,405,405,0,405,0,0,405,0,405,405,0,405,405,0,405,0,0,405,0
405,405,405,0,405,405,0,405,0,405,405,0,0,405,0,405,0,0,0,0,0,0,405,0,0,405,405,0,405,0,405,405,405,405,0,0,0,0,405,0,405,0,0,405,405,405,0,0,0,405,0,405,405,405,405,405,405,0,0,405,405,0,0,405,405,405,0,0,405,405
0,0,0,0,0,0,0,405,0,405,0,405,0,0,405,0,0,405,0,0,0,0,0,405,0,0,405,0,0,405,405,405,0,0,405,0,405,405,405,0,0,405,0,0,405,0,0,405,405,405,0,405,0,405,405,0,0,0,0,405,405,0,0,405,0,405,405,405,405,0
405,0,405,0,0,0,405,405,0,0,0,0,0,0,405,0,405,405,0,0,405,0,0,405,405,0,405,405,405,0,405,0,405,0,0,405,0,0,405,405,405,0,405,405,0,405,405,0,405,405,0,405,0,405,405,405,0,405,405,405,405,405,405,405,405,405,405,0,0,405
0,0,405,405,0,0,405,405,405,0,405,405,405,405,0,405,0,405,0,0,405,0,0,405,0,0,0,0,0,0,0,0,0,0,0,405,405,0,405,0,405,405,0,0,405,0,405,405,405,405,405,405,405,0,0,0,405,0,0,405,0,0,405,405,405,405,405,0,405,0
0,0,0,0,405,405,405,405,0,0,405,0,405,0,0,0,0,405,0,405,0,0,405,0,0,0,0,0,405,405,0,0,0,0,0,0,0,0,405,405,0,0,405,0,405,0,0,0,0,0,405,405,405,0,405,0,0,0,405,405,0,0,405,405,405,405,405,0,405,0
405,0,405,0,405,405,405,405,0,0,0,405,0,0,405,405,405,0,405,405,0,0,0,0,0,0,0,0,0,0,0,405,0,0,405,0,0,0,0,0,0,405,405,405,405,405,405,0,0,405,0,405,405,405,0,405,0,0,405,0,405,0,405,0,0,405,405,0,0,0
0,405,0,405,405,405,0,405,405,405,405,0,0,0,0,0,0,0,405,0,0,0,0,405,0,405,0,405,0,405,0,0,0,0,0,0,405,0,0,405,0,0,0,0,405,405,0,0,405,0,0,0,405,0,0,405,0,0,0,405,405,405,405,0,405,0,0,405,405,405
405,0,405,405,0,405,405,405,405,405,405,405,405,0,0,405,0,0,0,0,405,0,405,0,0,405,0,405,405,0,405,405,0,405,0,0,0,0,405,0,0,0,0,405,0,0,405,405,405,0,0,0,0,405,405,0,405,0,0,405,0,0,405,0,405,0,405,405,405,405
405,405,405,405,405,405,405,405,405,405,0,0,405,405,0,0,405,0,405,0,0,405,0,0,405,0,0,0,0,0,0,405,0,0,0,0,0,0,405,405,405,0,0,0,0,405,0,0,405,405,405,405,405,405,405,0,0,0,0,405,0,405,0,0,405,0,0,405,0,0
0,405,0,0,405,0,0,405,405,0,405,405,405,405,0,0,405,0,0,0,0,0,0,0,0,0,405,405,0,0,0,405,0,0,0,0,405,0,0,405,405,0,0,405,0,0,0,405,0,0,0,0,405,405,405,405,405,0,0,0,0,405,405,0,0,0,0,0,405,405
405,0,405,0,0,0,405,405,0,0,0,405,0,405,0,0,405,0,0,0,405,0,0,0,405,0,0,405,405,405,405,0,0,405,405,405,405,0,0,405,0,0,0,0,0,405,405,405,405,0,405,405,405,0,0,405,405,405,405,0,0,405,405,0,0,405,0,405,405,0
405,0,0,0,405,0,405,405,405,0,405,0,405,0,405,0,0,0,405,0,405,0,0,0,0,0,0,0,405,0,405,405,0,405,405,0,0,0,0,0,0,0,405,0,0,0,405,405,405,0,0,0,405,405,405,0,405,405,405,405,0,405,0,0,0,0,0,0,405,0
0,0,405,405,405,0,0,0,0,0,0,0,405,0,405,0,0,0,405,0,405,0,405,0,0,0,0,0,405,0,0,0,0,405,0,405,0,405,0,0,0,0,0,0,405,0,405,0,0,405,405,0,405,0,405,0,405,405,0,0,405,0,405,0,405,405,405,0,405,0
